Place,City,total_reviews,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Gue Mummy.,Kaza,113,3.734513274336283,9,49,55,0.07964601769911504,0.4336283185840708,0.48672566371681414,0.4070796460176991
Akal Wood Fossil Park,Jaisalmer,37,3.7567567567567566,6,10,21,0.16216216216216217,0.2702702702702703,0.5675675675675675,0.4054054054054054
Zampa Gateway,Diu,37,3.72972972972973,4,14,19,0.10810810810810811,0.3783783783783784,0.5135135135135135,0.4054054054054054
Sri Bedi Anjaneyaswami Temple,Tirupati,42,3.6666666666666665,3,19,20,0.07142857142857142,0.4523809523809524,0.47619047619047616,0.40476190476190477
Bangalore Central Mall,Bengaluru,47,3.617021276595745,3,22,22,0.06382978723404255,0.46808510638297873,0.46808510638297873,0.4042553191489362
Alopi Devi Mandir,Allahabad,47,3.74468085106383,4,20,23,0.0851063829787234,0.425531914893617,0.48936170212765956,0.40425531914893614
Trevors Tank,Mount Abu,117,3.786324786324786,17,36,64,0.1452991452991453,0.3076923076923077,0.5470085470085471,0.4017094017094017
Birthplace of Sant Ravidas Seergovardhan Varanasi,Varanasi,5,4.4,0,3,2,0.0,0.6,0.4,0.4
Chenrezig Statue,Pelling,5,4.2,0,3,2,0.0,0.6,0.4,0.4
Kalyanji Temple,Karauli,5,4.2,0,3,2,0.0,0.6,0.4,0.4
Nagni Temple,Pathankot,5,4.2,0,3,2,0.0,0.6,0.4,0.4
Ratmohona,Ghatshila,5,4.2,0,3,2,0.0,0.6,0.4,0.4
Bonn Monastery,Ravangla,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Devaswom Museum,Thrissur,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Doyang Hydro Project,Wokha,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Jogomaya Kalibari,Jalpaiguri,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Kumar Pathri,Dharamsala,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Ratansi Mulji Fountain,Mumbai,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Shiva textiles,Pushkar,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Sri Sanjeevi Varadha Anjaneyar Swamy Temple,Tirunelveli,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Tara Mumbai Beach,Kunkeshwar,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Ujjaleswar Shrine,Brahmapur,5,4.0,0,3,2,0.0,0.6,0.4,0.4
Vizhinjam International Seaport,Trivandrum,5,4.0,0,3,2,0.0,0.6,0.4,0.4
GnG Mall,Saharanpur,10,3.9,1,4,5,0.1,0.4,0.5,0.4
Vavar Shrine,Sabarimala,15,3.8666666666666667,0,9,6,0.0,0.6,0.4,0.4
Arulmigu Kalugasalamoorthy Temple,Kovilpatti,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Arya Samaj Mandir Temple,Shimla,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Ashapurni Mandir,Pathankot,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Asirgarh Fort,Burhanpur,20,3.8,3,6,11,0.15,0.3,0.55,0.4
Aviserv Lounge,Mumbai,15,3.8,2,5,8,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.4
Badami Fort,Badami,45,3.8,7,13,25,0.15555555555555556,0.28888888888888886,0.5555555555555556,0.4
Bhalki Machan,Bhalki,10,3.8,0,6,4,0.0,0.6,0.4,0.4
Bharadwaja Tirtham,Srikalahasti,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Black Taj (Tomb of Shah Nawaz Khan),Burhanpur,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Chintamoni Kar Sangrahalay,Kolkata,5,3.8,0,3,2,0.0,0.6,0.4,0.4
"Dhenupureeswarar Temple, Madambakam, Chennai",Chennai,20,3.8,2,8,10,0.1,0.4,0.5,0.4
Gedu Miar Maszid,Agartala,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Jagannath Mahadev Temple,Midnapore,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Nipponzan Myohoji Budha Temple,Mumbai,10,3.8,1,4,5,0.1,0.4,0.5,0.4
Shri Chitrapur Math,Bhatkal,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Talatal Ghar,Sibsagar,45,3.8,6,15,24,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.4
Ujali Baodi,Mandu,10,3.8,1,4,5,0.1,0.4,0.5,0.4
Vridh Badri Temple,Joshimath,5,3.8,0,3,2,0.0,0.6,0.4,0.4
Taptapani,Ganjam,20,3.75,3,6,11,0.15,0.3,0.55,0.4
Sri Kalyanasundareswarar Temple,Kumbakonam,15,3.7333333333333334,2,5,8,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.4
Bada Dev - KamruNag Temple,Mandi,10,3.7,1,4,5,0.1,0.4,0.5,0.4
Kale Hanumanji Ka Mandir,Jaipur,10,3.7,1,4,5,0.1,0.4,0.5,0.4
Khara Pathar,Jubbal,10,3.7,0,6,4,0.0,0.6,0.4,0.4
Silk Farm,Salem,10,3.7,1,4,5,0.1,0.4,0.5,0.4
St. John's Anglican Church,Kannur,10,3.7,1,4,5,0.1,0.4,0.5,0.4
Agini Lingam,Tiruvannamalai,35,3.6857142857142855,0,21,14,0.0,0.6,0.4,0.4
Rudranath Temple,Rudra Prayag,15,3.6666666666666665,0,9,6,0.0,0.6,0.4,0.4
Damodar Kund Water Reservoir,Junagadh,30,3.6333333333333333,3,12,15,0.1,0.4,0.5,0.4
Begumpuri Masjid,New Delhi,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Bhadwarmata Temple,Neemuch,10,3.6,0,6,4,0.0,0.6,0.4,0.4
Chandralamba Temple,Gulbarga,10,3.6,1,4,5,0.1,0.4,0.5,0.4
Eri Katha Ramar Temple,Madurantakam,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Martello Tower,Pakur,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Monte Mariano Church,Mangalore,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Neeldeep Garden - Picnic Spot in & around Kolkata,Kolkata,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Shitla Devi Temple,Haldwani,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Sree Moolai Anjaneya Temple,Thanjavur,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Sri Agathiyar Nadi Jothida Nilayam,Madurai,5,3.6,0,3,2,0.0,0.6,0.4,0.4
Sri Kandaswamy Temple Vasantha Mandapam,Chennai,5,3.6,0,3,2,0.0,0.6,0.4,0.4
White Hill,Gangtok,10,3.6,0,6,4,0.0,0.6,0.4,0.4
Kamnath Mahadev Temple,Somnath,20,3.55,0,12,8,0.0,0.6,0.4,0.4
Maheshwari Udyan,Mumbai,10,3.5,0,6,4,0.0,0.6,0.4,0.4
Dhyan Chand Astroturf Stadium,Lucknow,5,3.4,0,3,2,0.0,0.6,0.4,0.4
Kadasiddeshwar Temple,Pattadakal,5,3.4,0,3,2,0.0,0.6,0.4,0.4
Kakade Mall,Pune,5,3.4,0,3,2,0.0,0.6,0.4,0.4
Light House Hill Garden,Mangalore,5,3.4,0,3,2,0.0,0.6,0.4,0.4
Dharmapuri Temple,Hyderabad,5,4.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Ghalib Academy,New Delhi,5,4.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Shri Mahalasa Narayani Prasanna,Verna,10,4.2,2,2,6,0.2,0.2,0.6,0.39999999999999997
Vivekananda Ashram Shyamla Tal,Champawat,5,4.2,1,1,3,0.2,0.2,0.6,0.39999999999999997
Goldighi Municipal Mall,Silchar,5,4.0,1,1,3,0.2,0.2,0.6,0.39999999999999997
Indian Wildlife Adventures,Tabo,5,4.0,1,1,3,0.2,0.2,0.6,0.39999999999999997
Kadra Dam,Virje,5,4.0,1,1,3,0.2,0.2,0.6,0.39999999999999997
Kumbhavurutty Waterfalls,Kollam,10,4.0,2,2,6,0.2,0.2,0.6,0.39999999999999997
Mattumala,Nelliyampathy,5,4.0,1,1,3,0.2,0.2,0.6,0.39999999999999997
Milan Mall,Mumbai,5,4.0,1,1,3,0.2,0.2,0.6,0.39999999999999997
Sultan Jewellers,Majorda,5,4.0,1,1,3,0.2,0.2,0.6,0.39999999999999997
Thikkoti Light House,Kozhikode,10,4.0,2,2,6,0.2,0.2,0.6,0.39999999999999997
Rewa Fort,Rewa,10,3.9,2,2,6,0.2,0.2,0.6,0.39999999999999997
Chhatra Mahal,Bundi,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Dubey Palace,Haldia,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Elk Falls,Kotagiri,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Gyan Kup (Gyan Vapi Well),Varanasi,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Hi Tech Theatre,Hyderabad,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Ladies' Beach,Karwar,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Mahendra Nath Temple,Deoria,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Mini Zoo,Changlang,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Nichinai Pass,Sonamarg,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Nila Gumbad,New Delhi,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Rayakottah,Krishnagiri,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Regyaling Gompa,Tawang,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Shree Bheru Nath Ji Ka Mandir,Jaipur,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
U.T.D.C,Bhowali,5,3.8,1,1,3,0.2,0.2,0.6,0.39999999999999997
Teen Darwaza,Ahmedabad,130,3.6307692307692307,14,50,66,0.1076923076923077,0.38461538461538464,0.5076923076923077,0.39999999999999997
Babukhan Mall,Hyderabad,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Dor Fortress,Aligarh,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Jauhar Monument,Chanderi,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Kuthiraiyar Dam Falls,Palani,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Maa Mundeshwari Mandir,Bhabhua,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Masilamani Nathar Koil,Nagapattinam,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Mehandipur Balaji Temple,Dausa,110,3.6,20,26,64,0.18181818181818182,0.23636363636363636,0.5818181818181818,0.39999999999999997
Odathil Palli,Thalassery,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Rachakonda Fort,Hyderabad,10,3.6,2,2,6,0.2,0.2,0.6,0.39999999999999997
Yamuna Biodiversity Park,New Delhi,5,3.6,1,1,3,0.2,0.2,0.6,0.39999999999999997
Angel Mega Mall,Ghaziabad,15,3.533333333333333,3,3,9,0.2,0.2,0.6,0.39999999999999997
Agnipureeswarar Temple,Thiruvarur,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Ashok Cosmos Mall,Agra,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Kattikkayam Water Falls,Kottayam,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Kks Kauvery Silk Arts & Crafts Emporium,Koppa,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
MGR Film City,Chennai,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Mata Renuka Ji Temple,Renuka Ji,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Wellesley Bridge,Srirangapatna,5,3.4,1,1,3,0.2,0.2,0.6,0.39999999999999997
Phoenix Bay Jetty,South Andaman Island,168,3.5773809523809526,13,75,80,0.07738095238095238,0.44642857142857145,0.47619047619047616,0.3988095238095238
Panchamuki Anjaneya Temple,Mantralayam,63,3.7777777777777777,5,28,30,0.07936507936507936,0.4444444444444444,0.47619047619047616,0.3968253968253968
"Bandra Station, Western Railway",Mumbai,48,3.75,3,23,22,0.0625,0.4791666666666667,0.4583333333333333,0.3958333333333333
Bumla Pass,Tawang,157,3.7961783439490446,20,55,82,0.12738853503184713,0.3503184713375796,0.5222929936305732,0.39490445859872614
Sittannavasal,Pudukkottai,33,3.727272727272727,6,8,19,0.18181818181818182,0.24242424242424243,0.5757575757575758,0.393939393939394
Sowcarpet,Chennai,56,3.732142857142857,7,20,29,0.125,0.35714285714285715,0.5178571428571429,0.3928571428571429
Tazia Tower,Jaisalmer,28,3.5357142857142856,3,11,14,0.10714285714285714,0.39285714285714285,0.5,0.39285714285714285
Chinna Kallar Falls,Valparai,23,3.739130434782609,6,2,15,0.2608695652173913,0.08695652173913043,0.6521739130434783,0.391304347826087
Hanging Bridge Punalur,Punalur,23,3.739130434782609,2,10,11,0.08695652173913043,0.43478260869565216,0.4782608695652174,0.391304347826087
Banatheertham Falls,Tirunelveli,23,3.9130434782608696,4,6,13,0.17391304347826086,0.2608695652173913,0.5652173913043478,0.3913043478260869
Sannihit Sarovar,Kurukshetra,23,3.8260869565217392,1,12,10,0.043478260869565216,0.5217391304347826,0.43478260869565216,0.3913043478260869
Massacre Ghat (Satti Chaura Ghat),Kanpur,23,3.652173913043478,4,6,13,0.17391304347826086,0.2608695652173913,0.5652173913043478,0.3913043478260869
Thiru Avinankudi Temple,Palani,46,3.608695652173913,3,22,21,0.06521739130434782,0.4782608695652174,0.45652173913043476,0.3913043478260869
Chand Pol (Moon Gate),Jaipur,41,3.5853658536585367,3,19,19,0.07317073170731707,0.4634146341463415,0.4634146341463415,0.3902439024390244
Ajaigarh Fort,Khajuraho,18,4.222222222222222,3,5,10,0.16666666666666666,0.2777777777777778,0.5555555555555556,0.38888888888888895
Temghar Dam,Pune,18,3.6666666666666665,4,3,11,0.2222222222222222,0.16666666666666666,0.6111111111111112,0.38888888888888895
Pirotan Island,Jamnagar,18,3.9444444444444446,2,7,9,0.1111111111111111,0.3888888888888889,0.5,0.3888888888888889
Janki Chatti,Yamunotri,36,3.7222222222222223,3,16,17,0.08333333333333333,0.4444444444444444,0.4722222222222222,0.3888888888888889
Naganathaswamy Temple,Thanjavur,18,3.7222222222222223,1,9,8,0.05555555555555555,0.5,0.4444444444444444,0.38888888888888884
Sri Ramana Mandiram,Madurai,18,3.7222222222222223,1,9,8,0.05555555555555555,0.5,0.4444444444444444,0.38888888888888884
Churchgate Railway Station,Mumbai,494,3.619433198380567,31,240,223,0.06275303643724696,0.48582995951417,0.451417004048583,0.38866396761133604
Wax World Museum,Goa Velha,211,3.720379146919431,36,57,118,0.17061611374407584,0.27014218009478674,0.5592417061611374,0.3886255924170616
Sakshi Ganapati Temple,Kurnool,49,3.693877551020408,3,24,22,0.061224489795918366,0.4897959183673469,0.4489795918367347,0.3877551020408163
Ryewood Park,Lonavala,31,3.6129032258064515,6,7,18,0.1935483870967742,0.22580645161290322,0.5806451612903226,0.38709677419354843
Bathinda Fort,Bathinda,31,3.7419354838709675,3,13,15,0.0967741935483871,0.41935483870967744,0.4838709677419355,0.3870967741935484
Bandhavgarh Ancient Caves,Bandhavgarh National Park,31,3.7096774193548385,3,13,15,0.0967741935483871,0.41935483870967744,0.4838709677419355,0.3870967741935484
Kufri Fun World,Shimla,1323,3.743008314436886,257,297,769,0.1942554799697657,0.22448979591836735,0.581254724111867,0.3869992441421013
Bet Dwarka,Jamnagar,119,3.6554621848739495,10,53,56,0.08403361344537816,0.44537815126050423,0.47058823529411764,0.38655462184873945
Kadamattom Chruch,Ernakulam,44,3.75,2,23,19,0.045454545454545456,0.5227272727272727,0.4318181818181818,0.38636363636363635
Nalanda,Patna,228,3.824561403508772,42,56,130,0.18421052631578946,0.24561403508771928,0.5701754385964912,0.38596491228070173
Sewaro Rock Garden,Pelling,70,3.8,14,15,41,0.2,0.21428571428571427,0.5857142857142857,0.38571428571428573
Bangaru Kamakshi Temple,Thanjavur,13,3.8461538461538463,1,6,6,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.38461538461538464
New Kashmir Art Gallery,New Delhi,13,3.769230769230769,3,2,8,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.38461538461538464
Palayur Church,Guruvayur,13,3.769230769230769,1,6,6,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.38461538461538464
Dehotsarg Teerth,Somnath,39,3.717948717948718,2,20,17,0.05128205128205128,0.5128205128205128,0.4358974358974359,0.38461538461538464
Phaladhara Panchadhara,Srisailam,52,3.6538461538461537,5,22,25,0.09615384615384616,0.4230769230769231,0.4807692307692308,0.38461538461538464
Satkhanda,Lucknow,13,3.5384615384615383,1,6,6,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.38461538461538464
Ajatshatru Fort,Rajgir,13,3.4615384615384617,3,2,8,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.38461538461538464
Patal Devi Mandir,Almora,13,3.8461538461538463,2,4,7,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.3846153846153846
Mrigavani Wildlife Park,Hyderabad,13,3.769230769230769,2,4,7,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.3846153846153846
Adhai-din ka Jhonpra Mosque,Ajmer,117,3.717948717948718,14,44,59,0.11965811965811966,0.37606837606837606,0.5042735042735043,0.3846153846153846
Magnetic Hill,Leh,1429,3.7053883834849546,166,550,713,0.11616515045486354,0.38488453463960814,0.4989503149055283,0.3827851644506648
Bagnath Temple,Bageshwar,34,3.6470588235294117,2,17,15,0.058823529411764705,0.5,0.4411764705882353,0.38235294117647056
Allahabad Fort,Allahabad,110,3.7,17,34,59,0.15454545454545454,0.3090909090909091,0.5363636363636364,0.38181818181818183
Wayanad Wildlife Sanctuary,Kalpetta,556,3.681654676258993,73,198,285,0.13129496402877697,0.35611510791366907,0.512589928057554,0.38129496402877705
Thamri Kund,Munsiyari,21,3.9047619047619047,3,7,11,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.380952380952381
Hoshang's Tomb,Mandu,21,3.857142857142857,3,7,11,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.380952380952381
Salar Gunj Gate,Panipat,21,3.6666666666666665,3,7,11,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.380952380952381
Mithari and Asar Mahals,Bijapur,21,3.5238095238095237,3,7,11,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.380952380952381
Ramgarh Lake,Jaipur,21,3.857142857142857,4,5,12,0.19047619047619047,0.23809523809523808,0.5714285714285714,0.38095238095238093
Jyotisar Birthplace of Bhagavad Gita,Kurukshetra,84,3.7023809523809526,10,32,42,0.11904761904761904,0.38095238095238093,0.5,0.38095238095238093
INS Khukri Memorial,Diu,221,3.737556561085973,52,33,136,0.23529411764705882,0.1493212669683258,0.6153846153846154,0.3800904977375566
Rewa Kund,Mandu,29,3.586206896551724,3,12,14,0.10344827586206896,0.41379310344827586,0.4827586206896552,0.37931034482758624
Diu Museum,Diu,103,3.563106796116505,14,36,53,0.13592233009708737,0.34951456310679613,0.5145631067961165,0.3786407766990291
Pondicherry Botanical Gardens,Pondicherry,280,3.757142857142857,53,68,159,0.18928571428571428,0.24285714285714285,0.5678571428571428,0.37857142857142856
Bhartrihari Caves,Ujjain,106,3.7264150943396226,13,40,53,0.12264150943396226,0.37735849056603776,0.5,0.37735849056603776
Afghan Church,Mumbai,53,3.6792452830188678,11,11,31,0.20754716981132076,0.20754716981132076,0.5849056603773585,0.3773584905660377
Kolaba Fort,Alibaug,114,3.789473684210526,22,27,65,0.19298245614035087,0.23684210526315788,0.5701754385964912,0.37719298245614036
Shatrughna Temple,Thrissur,8,4.25,0,5,3,0.0,0.625,0.375,0.375
Jaipur Boutique carpet & Valintino Textiles,Jaipur,8,4.125,2,1,5,0.25,0.125,0.625,0.375
Nir Nikunj,Gorakhpur,8,4.0,2,1,5,0.25,0.125,0.625,0.375
Aam Khas Bagh,Fatehgarh,8,3.875,1,3,4,0.125,0.375,0.5,0.375
Dudhwa Jungle Lore,Farsaheya,8,3.875,2,1,5,0.25,0.125,0.625,0.375
Family Kingdom,Faridabad,8,3.875,2,1,5,0.25,0.125,0.625,0.375
Hazaribagh Wildlife Sanctuary,Hazaribagh,8,3.875,2,1,5,0.25,0.125,0.625,0.375
Mahishasuramardhini Mandapa,Kanchipuram,16,3.875,4,2,10,0.25,0.125,0.625,0.375
Marthoma Pontifical Shrine - Cradle of Christianity India,Kodungallur,8,3.875,0,5,3,0.0,0.625,0.375,0.375
National Children's Museum,New Delhi,8,3.875,2,1,5,0.25,0.125,0.625,0.375
Prehistoric Rock Art Gallery,Rivona,8,3.875,1,3,4,0.125,0.375,0.5,0.375
Sola Khamba,Ajmer,8,3.875,0,5,3,0.0,0.625,0.375,0.375
Viduraswatha,Bengaluru,8,3.875,1,3,4,0.125,0.375,0.5,0.375
St Mary's Orthodox Syrian Church,Thiruvalla,16,3.8125,0,10,6,0.0,0.625,0.375,0.375
Sri Adi Sankara Keerthi Sthamba Mandapam,Angamaly,24,3.7916666666666665,1,13,10,0.041666666666666664,0.5416666666666666,0.4166666666666667,0.375
Chatta Rai Bal Mukund Das,Narnaul,8,3.75,1,3,4,0.125,0.375,0.5,0.375
Erangal Beach,Mumbai,8,3.75,1,3,4,0.125,0.375,0.5,0.375
Hathi Mahal,Mandu,8,3.75,2,1,5,0.25,0.125,0.625,0.375
Nongsawlia Church,Sohra,8,3.75,1,3,4,0.125,0.375,0.5,0.375
Pallikaranai Marsh Reserve Forest,Chennai,16,3.75,3,4,9,0.1875,0.25,0.5625,0.375
Pune Junction Railway Station,Pune,8,3.75,0,5,3,0.0,0.625,0.375,0.375
Raipur Rani,Panchkula,8,3.75,0,5,3,0.0,0.625,0.375,0.375
Sant Sarovar Dam,Gandhinagar,8,3.75,0,5,3,0.0,0.625,0.375,0.375
Sri Anjaneya Swamy Temple,Davangere,8,3.75,1,3,4,0.125,0.375,0.5,0.375
St Sebastian Chapel,Panjim,8,3.75,0,5,3,0.0,0.625,0.375,0.375
St. George's Church,Agra,8,3.75,0,5,3,0.0,0.625,0.375,0.375
Vedapureeswarar Temple,Cheyyar,8,3.75,0,5,3,0.0,0.625,0.375,0.375
Veerampattinam Beach,Pondicherry,8,3.75,1,3,4,0.125,0.375,0.5,0.375
Wallajah Mosque,Chennai,8,3.75,0,5,3,0.0,0.625,0.375,0.375
Chandragiri Hill,Hassan,32,3.71875,3,14,15,0.09375,0.4375,0.46875,0.375
Ancient Shrines Of Morena,Morena,8,3.625,0,5,3,0.0,0.625,0.375,0.375
BhogaNarasimha Temple,Hassan,8,3.625,1,3,4,0.125,0.375,0.5,0.375
Chidiyatapu Biological Park,South Andaman Island,8,3.625,1,3,4,0.125,0.375,0.5,0.375
Dalpat Sagar Lake,Jagdalpur,8,3.625,1,3,4,0.125,0.375,0.5,0.375
Gurka Fort,Kasauli,8,3.625,2,1,5,0.25,0.125,0.625,0.375
Krishnagiri Fort,Krishnagiri,8,3.625,1,3,4,0.125,0.375,0.5,0.375
Sheikh Yusuf Qattal's Tomb,New Delhi,8,3.625,2,1,5,0.25,0.125,0.625,0.375
Shri Satya Sai Ghaat,Rishikesh,8,3.625,1,3,4,0.125,0.375,0.5,0.375
Sohna Sulphur Spring,Sohna,8,3.625,1,3,4,0.125,0.375,0.5,0.375
Maramon Convention,Thiruvalla,16,3.5625,0,10,6,0.0,0.625,0.375,0.375
Buddhist Vihara,Sanchi,8,3.5,0,5,3,0.0,0.625,0.375,0.375
Kasi Viswanathar Temple,Madurai,8,3.5,1,3,4,0.125,0.375,0.5,0.375
Lake of No Return,Changlang,8,3.5,2,1,5,0.25,0.125,0.625,0.375
Malancha Niwas,Agartala,8,3.5,2,1,5,0.25,0.125,0.625,0.375
