City,total_reviews,total_places,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Harihar,21,1,4.380952380952381,0,3,18,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Vashisht,21,2,4.380952380952381,0,3,18,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Adoor,7,2,4.285714285714286,0,1,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Chikka Madhure,7,1,4.285714285714286,0,1,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Puthuppally,7,1,4.285714285714286,0,1,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Ankola,7,1,4.142857142857143,0,1,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Nandara Kalan,7,1,4.142857142857143,0,1,6,0.0,0.14285714285714285,0.8571428571428571,0.8571428571428571
Nuvem,188,4,4.579787234042553,8,11,169,0.0425531914893617,0.05851063829787234,0.898936170212766,0.8563829787234043
Benaulim,1750,11,4.524571428571429,40,172,1538,0.022857142857142857,0.09828571428571428,0.8788571428571429,0.856
Varca,1695,3,4.51740412979351,51,144,1500,0.03008849557522124,0.08495575221238938,0.8849557522123894,0.8548672566371682
Malgund,82,2,4.512195121951219,3,6,73,0.036585365853658534,0.07317073170731707,0.8902439024390244,0.8536585365853658
Rohtak,149,6,4.557046979865772,4,14,131,0.026845637583892617,0.09395973154362416,0.8791946308724832,0.8523489932885906
Phulbani,20,5,4.65,0,3,17,0.0,0.15,0.85,0.85
Rohru,20,3,4.55,0,3,17,0.0,0.15,0.85,0.85
Ujire,20,2,4.5,0,3,17,0.0,0.15,0.85,0.85
Yanam,20,1,4.5,0,3,17,0.0,0.15,0.85,0.85
Ketkawale,40,1,4.45,1,4,35,0.025,0.1,0.875,0.85
Pratapgarh,20,4,4.45,0,3,17,0.0,0.15,0.85,0.85
Jalandhar,937,21,4.454642475987193,17,107,813,0.01814300960512273,0.11419423692636073,0.8676627534685165,0.8495197438633938
Bareilly,185,11,4.389189189189189,3,22,160,0.016216216216216217,0.11891891891891893,0.8648648648648649,0.8486486486486486
Betalbatim,342,8,4.505847953216374,8,36,298,0.023391812865497075,0.10526315789473684,0.8713450292397661,0.847953216374269
Cansaulim,548,6,4.474452554744525,13,58,477,0.023722627737226276,0.10583941605839416,0.8704379562043796,0.8467153284671534
Siddapur,26,2,4.5,1,2,23,0.038461538461538464,0.07692307692307693,0.8846153846153846,0.8461538461538461
Havelock Island,7043,8,4.517251171375834,223,648,6172,0.031662643759761466,0.09200624733778219,0.8763311089024564,0.8446684651426949
Gopalpur On Sea,45,1,4.466666666666667,1,5,39,0.022222222222222223,0.1111111111111111,0.8666666666666667,0.8444444444444444
Pernem,32,2,4.625,1,3,28,0.03125,0.09375,0.875,0.84375
Taoru,319,2,4.551724137931035,6,38,275,0.018808777429467086,0.11912225705329153,0.8620689655172413,0.8432601880877743
Nakodar,19,2,4.473684210526316,1,1,17,0.05263157894736842,0.05263157894736842,0.8947368421052632,0.8421052631578947
Talegaon,57,2,4.473684210526316,2,5,50,0.03508771929824561,0.08771929824561403,0.8771929824561403,0.8421052631578947
Taradevi,253,1,4.4189723320158105,5,30,218,0.019762845849802372,0.11857707509881422,0.8616600790513834,0.841897233201581
Raiganj,25,3,4.56,0,4,21,0.0,0.16,0.84,0.84
Sirsa,50,5,4.46,2,4,44,0.04,0.08,0.88,0.84
Pilani,56,4,4.321428571428571,0,9,47,0.0,0.16071428571428573,0.8392857142857143,0.8392857142857143
Mararikulam,1323,5,4.487528344671202,43,127,1153,0.03250188964474679,0.09599395313681028,0.871504157218443,0.8390022675736962
Ashvem Beach,167,2,4.532934131736527,7,13,147,0.041916167664670656,0.07784431137724551,0.8802395209580839,0.8383233532934132
Cavelossim,1956,16,4.50562372188139,63,198,1695,0.032208588957055216,0.10122699386503067,0.8665644171779141,0.8343558282208589
Sullia,12,3,4.583333333333333,0,2,10,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Bir,48,3,4.458333333333333,0,8,40,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Penha-de-Franca,24,2,4.458333333333333,0,4,20,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Khunti,12,3,4.416666666666667,0,2,10,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Raebareli,12,3,4.416666666666667,0,2,10,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Sirmour,24,1,4.416666666666667,0,4,20,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Jhalrapatan,6,1,4.333333333333333,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Karsog,6,2,4.333333333333333,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Qadian,6,2,4.333333333333333,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Kalka,36,3,4.305555555555555,0,6,30,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Thirunelly,18,2,4.277777777777778,0,3,15,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Manarcaud,6,1,4.166666666666667,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Ramakkalmedu,6,2,4.166666666666667,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Ferozpur Jhirka,6,4,4.0,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Poompuhar,6,2,4.0,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
Mhaismal,18,1,4.555555555555555,1,1,16,0.05555555555555555,0.05555555555555555,0.8888888888888888,0.8333333333333333
Ponnampet,42,1,4.4523809523809526,2,3,37,0.047619047619047616,0.07142857142857142,0.8809523809523809,0.8333333333333333
Dhenkanal,24,2,4.375,2,0,22,0.08333333333333333,0.0,0.9166666666666666,0.8333333333333333
Igatpuri,401,9,4.473815461346633,17,33,351,0.04239401496259352,0.08229426433915212,0.8753117206982544,0.8329177057356608
Thariyode,119,2,4.369747899159663,3,14,102,0.025210084033613446,0.11764705882352941,0.8571428571428571,0.8319327731092436
Valsad,434,21,4.451612903225806,11,51,372,0.02534562211981567,0.1175115207373272,0.8571428571428571,0.8317972350230414
Magadi,843,4,4.572953736654804,44,54,745,0.05219454329774614,0.06405693950177936,0.8837485172004745,0.8315539739027284
Bekal,528,8,4.416666666666667,15,59,454,0.028409090909090908,0.11174242424242424,0.8598484848484849,0.8314393939393939
Kumily,710,6,4.453521126760563,17,86,607,0.023943661971830985,0.12112676056338029,0.8549295774647887,0.8309859154929577
Nagaur,124,13,4.42741935483871,2,17,105,0.016129032258064516,0.13709677419354838,0.8467741935483871,0.8306451612903226
Bhilwara,106,10,4.39622641509434,1,16,89,0.009433962264150943,0.1509433962264151,0.839622641509434,0.8301886792452831
Dehradun,1499,18,4.4282855236824545,36,183,1280,0.02401601067378252,0.12208138759172782,0.8539026017344896,0.8298865910607071
Bera,47,2,4.51063829787234,0,8,39,0.0,0.1702127659574468,0.8297872340425532,0.8297872340425532
Nedumkandam,47,2,4.446808510638298,0,8,39,0.0,0.1702127659574468,0.8297872340425532,0.8297872340425532
Malpe,557,2,4.447037701974866,19,57,481,0.03411131059245961,0.10233393177737882,0.8635547576301615,0.8294434470377019
Narendranagar,41,1,4.341463414634147,3,1,37,0.07317073170731707,0.024390243902439025,0.9024390243902439,0.8292682926829269
Neemuch,41,6,4.365853658536586,0,7,34,0.0,0.17073170731707318,0.8292682926829268,0.8292682926829268
Rawatbhata,35,3,4.3428571428571425,0,6,29,0.0,0.17142857142857143,0.8285714285714286,0.8285714285714286
Moga,35,7,4.285714285714286,0,6,29,0.0,0.17142857142857143,0.8285714285714286,0.8285714285714286
Ratlam,110,13,4.427272727272728,2,15,93,0.01818181818181818,0.13636363636363635,0.8454545454545455,0.8272727272727273
Canacona,3159,15,4.473251028806584,109,331,2719,0.03450459006014561,0.10477999366888256,0.8607154162709718,0.8262108262108262
Osian,149,5,4.3355704697986575,3,20,126,0.020134228187919462,0.1342281879194631,0.8456375838926175,0.825503355704698
Ganeshgudi,57,1,4.280701754385965,0,10,47,0.0,0.17543859649122806,0.8245614035087719,0.8245614035087719
Akluj,57,2,4.614035087719298,1,8,48,0.017543859649122806,0.14035087719298245,0.8421052631578947,0.8245614035087718
Firozabad,17,3,4.529411764705882,0,3,14,0.0,0.17647058823529413,0.8235294117647058,0.8235294117647058
Redi,17,2,4.529411764705882,1,1,15,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.8235294117647058
Samastipur,17,3,4.176470588235294,0,3,14,0.0,0.17647058823529413,0.8235294117647058,0.8235294117647058
Murdeshwar,756,9,4.470899470899471,19,96,641,0.02513227513227513,0.12698412698412698,0.8478835978835979,0.8227513227513228
Dahanu,169,3,4.42603550295858,5,20,144,0.029585798816568046,0.11834319526627218,0.8520710059171598,0.8224852071005917
Khopoli,7923,7,4.57364634608103,407,608,6908,0.051369430771172536,0.07673860911270983,0.8718919601161176,0.8205225293449451
Great Nicobar Island,11,3,4.545454545454546,0,2,9,0.0,0.18181818181818182,0.8181818181818182,0.8181818181818182
Poonch,11,4,4.545454545454546,0,2,9,0.0,0.18181818181818182,0.8181818181818182,0.8181818181818182
Sonda,33,3,4.393939393939394,0,6,27,0.0,0.18181818181818182,0.8181818181818182,0.8181818181818182
Saundatti,11,2,4.363636363636363,0,2,9,0.0,0.18181818181818182,0.8181818181818182,0.8181818181818182
Ganpatipule,1814,10,4.377618522601985,35,262,1517,0.019294377067254686,0.1444321940463065,0.8362734288864389,0.8169790518191842
Baijnath,141,2,4.304964539007092,2,22,117,0.014184397163120567,0.15602836879432624,0.8297872340425532,0.8156028368794326
Hubli-Dharwad,719,24,4.414464534075105,20,93,606,0.027816411682892908,0.12934631432545202,0.8428372739916551,0.8150208623087621
Ghaziabad,886,18,4.3623024830699775,29,106,751,0.0327313769751693,0.11963882618510158,0.8476297968397292,0.8148984198645599
Kotdwara,54,2,4.425925925925926,1,8,45,0.018518518518518517,0.14814814814814814,0.8333333333333334,0.8148148148148149
Chitkul,70,2,4.428571428571429,2,9,59,0.02857142857142857,0.12857142857142856,0.8428571428571429,0.8142857142857143
Mavelikara,43,4,4.372093023255814,0,8,35,0.0,0.18604651162790697,0.813953488372093,0.813953488372093
Velneshwar,59,1,4.440677966101695,1,9,49,0.01694915254237288,0.15254237288135594,0.8305084745762712,0.8135593220338984
Gandhinagar,1159,17,4.421052631578948,31,155,973,0.026747195858498704,0.13373597929249353,0.8395168248490078,0.8127696289905091
Tijara,48,1,4.3125,1,7,40,0.020833333333333332,0.14583333333333334,0.8333333333333334,0.8125
Titwala,16,3,4.3125,0,3,13,0.0,0.1875,0.8125,0.8125
Jamshedpur,1119,18,4.352993744414656,25,160,934,0.022341376228775692,0.14298480786416443,0.8346738159070599,0.8123324396782842
Kundapur,197,7,4.426395939086294,8,21,168,0.04060913705583756,0.1065989847715736,0.8527918781725888,0.8121827411167513
Arambol,1248,7,4.436698717948718,66,104,1078,0.052884615384615384,0.08333333333333333,0.8637820512820513,0.8108974358974359
Amer,20341,12,4.414581387345755,631,2586,17124,0.03102109040853449,0.12713239270439014,0.8418465168870753,0.8108254264785408
Korba,21,4,4.571428571428571,1,2,18,0.047619047619047616,0.09523809523809523,0.8571428571428571,0.8095238095238095
Tala,21,2,4.380952380952381,0,4,17,0.0,0.19047619047619047,0.8095238095238095,0.8095238095238095
Tarkarli,194,7,4.479381443298969,4,29,161,0.020618556701030927,0.14948453608247422,0.8298969072164949,0.8092783505154639
Paonta Sahib,89,1,4.404494382022472,1,15,73,0.011235955056179775,0.16853932584269662,0.8202247191011236,0.8089887640449438
Salasar,267,1,4.337078651685394,4,43,220,0.0149812734082397,0.16104868913857678,0.8239700374531835,0.8089887640449438
Belur,1852,6,4.390388768898488,42,271,1539,0.02267818574514039,0.14632829373650108,0.8309935205183585,0.8083153347732182
Gurugram (Gurgaon),8908,35,4.420071845532106,342,1028,7538,0.03839245621912887,0.11540188594521779,0.8462056578356534,0.8078132016165245
Vypin Island,1724,10,4.407192575406032,66,200,1458,0.0382830626450116,0.11600928074245939,0.845707656612529,0.8074245939675174
Amboli,93,2,4.397849462365591,3,12,78,0.03225806451612903,0.12903225806451613,0.8387096774193549,0.8064516129032259
Yamunanagar,31,3,4.225806451612903,0,6,25,0.0,0.1935483870967742,0.8064516129032258,0.8064516129032258
Covelong,159,4,4.421383647798742,4,23,132,0.025157232704402517,0.14465408805031446,0.8301886792452831,0.8050314465408805
New Tehri,318,5,4.2924528301886795,7,48,263,0.0220125786163522,0.1509433962264151,0.8270440251572327,0.8050314465408805
Banswara,102,8,4.284313725490196,0,20,82,0.0,0.19607843137254902,0.803921568627451,0.803921568627451
Jalore,51,6,4.392156862745098,1,8,42,0.0196078431372549,0.1568627450980392,0.8235294117647058,0.8039215686274509
Panchkula,877,16,4.374002280501711,26,120,731,0.029646522234891677,0.13683010262257697,0.8335233751425314,0.8038768529076397
Sadri,2454,2,4.405460472697636,67,348,2039,0.02730236348818256,0.14180929095354522,0.8308883455582722,0.8035859820700896
Naukuchiatal,429,2,4.363636363636363,15,55,359,0.03496503496503497,0.1282051282051282,0.8368298368298368,0.8018648018648018
Sattal,222,2,4.441441441441442,6,32,184,0.02702702702702703,0.14414414414414414,0.8288288288288288,0.8018018018018018
Ranakpur,156,7,4.365384615384615,8,15,133,0.05128205128205128,0.09615384615384616,0.8525641025641025,0.8012820512820512
Navi Mumbai,4037,46,4.334406737676493,128,551,3358,0.031706712905622984,0.13648749071092395,0.8318057963834531,0.8000990834778301
Cumbum,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Eluru,10,3,4.4,0,2,8,0.0,0.2,0.8,0.8
Kainakary,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Kaipadar,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Kasol,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Kavi,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Mahul Pali,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Mangeshi,30,1,4.4,0,6,24,0.0,0.2,0.8,0.8
Pomburpa,5,1,4.4,0,1,4,0.0,0.2,0.8,0.8
Raikot,5,2,4.4,0,1,4,0.0,0.2,0.8,0.8
Tenali,10,1,4.4,0,2,8,0.0,0.2,0.8,0.8
Dhanbad,365,12,4.394520547945206,9,55,301,0.024657534246575342,0.1506849315068493,0.8246575342465754,0.8
Vattavada,30,1,4.366666666666666,0,6,24,0.0,0.2,0.8,0.8
Darbhanga,20,1,4.35,0,4,16,0.0,0.2,0.8,0.8
Mahuva,35,3,4.3428571428571425,0,7,28,0.0,0.2,0.8,0.8
Pothamedu,370,1,4.313513513513514,14,46,310,0.03783783783783784,0.12432432432432433,0.8378378378378378,0.8
Jharsuguda,20,4,4.3,0,4,16,0.0,0.2,0.8,0.8
Sivasagar,20,2,4.3,0,4,16,0.0,0.2,0.8,0.8
Barshi,5,1,4.2,0,1,4,0.0,0.2,0.8,0.8
Beypore,5,1,4.2,0,1,4,0.0,0.2,0.8,0.8
Fatorpa,10,2,4.2,0,2,8,0.0,0.2,0.8,0.8
Lalitpur,5,2,4.2,0,1,4,0.0,0.2,0.8,0.8
Lumding,5,3,4.2,0,1,4,0.0,0.2,0.8,0.8
Oachira,5,1,4.2,0,1,4,0.0,0.2,0.8,0.8
Puttur,5,2,4.2,0,1,4,0.0,0.2,0.8,0.8
Sarzora,5,1,4.2,0,1,4,0.0,0.2,0.8,0.8
Prantij,10,2,4.1,0,2,8,0.0,0.2,0.8,0.8
Baramulla,5,3,4.0,0,1,4,0.0,0.2,0.8,0.8
Khed,5,2,4.0,0,1,4,0.0,0.2,0.8,0.8
Kottarakkara,20,2,4.45,1,2,17,0.05,0.1,0.85,0.7999999999999999
Hinjewadi,20,2,4.4,1,2,17,0.05,0.1,0.85,0.7999999999999999
Siridao,20,1,4.2,1,2,17,0.05,0.1,0.85,0.7999999999999999
Surat,3164,58,4.381163084702908,140,353,2671,0.04424778761061947,0.11156763590391909,0.8441845764854614,0.799936788874842
Noida,4594,26,4.429255550718328,212,498,3884,0.046147148454505876,0.10840226382237701,0.8454505877231171,0.7993034392686112
Kaushambi,542,3,4.455719557195572,20,69,453,0.03690036900369004,0.12730627306273062,0.8357933579335793,0.7988929889298892
Sinquerim,2232,3,4.347670250896058,84,284,1864,0.03763440860215054,0.12724014336917563,0.8351254480286738,0.7974910394265233
Pimpri-Chinchwad,222,12,4.297297297297297,8,29,185,0.036036036036036036,0.13063063063063063,0.8333333333333334,0.7972972972972974
Colva,1920,10,4.400520833333333,84,222,1614,0.04375,0.115625,0.840625,0.796875
Shirgaon,64,2,4.28125,0,13,51,0.0,0.203125,0.796875,0.796875
Sarahan,187,3,4.347593582887701,3,32,152,0.016042780748663103,0.1711229946524064,0.8128342245989305,0.7967914438502675
Solan,319,12,4.351097178683386,8,49,262,0.025078369905956112,0.1536050156739812,0.8213166144200627,0.7962382445141065
Kamshet,250,6,4.552,9,33,208,0.036,0.132,0.832,0.7959999999999999
Mapusa,1526,14,4.385321100917431,54,204,1268,0.035386631716906945,0.13368283093053734,0.8309305373525557,0.7955439056356488
Bengaluru,46563,255,4.365912849257994,1510,6501,38552,0.032429181968515776,0.13961729270021261,0.8279535253312716,0.7955243433627559
Kumta,39,4,4.512820512820513,1,6,32,0.02564102564102564,0.15384615384615385,0.8205128205128205,0.7948717948717948
Chalakudy,234,10,4.380341880341881,7,34,193,0.029914529914529916,0.1452991452991453,0.8247863247863247,0.7948717948717948
Vellamunda,34,1,4.411764705882353,2,3,29,0.058823529411764705,0.08823529411764706,0.8529411764705882,0.7941176470588235
Gokak,34,1,4.323529411764706,2,3,29,0.058823529411764705,0.08823529411764706,0.8529411764705882,0.7941176470588235
Secunderabad,340,15,4.317647058823529,8,54,278,0.023529411764705882,0.1588235294117647,0.8176470588235294,0.7941176470588235
Diveagar,573,4,4.387434554973822,21,76,476,0.03664921465968586,0.13263525305410123,0.8307155322862129,0.794066317626527
Kota,858,28,4.326340326340326,30,117,711,0.03496503496503497,0.13636363636363635,0.8286713286713286,0.7937062937062936
Mayapur,121,7,4.2727272727272725,1,23,97,0.008264462809917356,0.19008264462809918,0.8016528925619835,0.7933884297520661
Shiroda,24,2,4.625,2,1,21,0.08333333333333333,0.041666666666666664,0.875,0.7916666666666666
Belluru,48,1,4.479166666666667,3,4,41,0.0625,0.08333333333333333,0.8541666666666666,0.7916666666666666
Patratu,24,1,4.416666666666667,0,5,19,0.0,0.20833333333333334,0.7916666666666666,0.7916666666666666
Raipur,1582,45,4.310998735777497,47,236,1299,0.02970922882427307,0.14917825537294563,0.8211125158027813,0.7914032869785083
Kalimpong,1718,20,4.3440046565774155,47,265,1406,0.027357392316647265,0.15424912689173456,0.8183934807916181,0.7910360884749709
Cuncolim,43,1,4.558139534883721,1,7,35,0.023255813953488372,0.16279069767441862,0.813953488372093,0.7906976744186046
Kushalnagar,129,3,4.341085271317829,1,25,103,0.007751937984496124,0.1937984496124031,0.7984496124031008,0.7906976744186046
Sirohi,191,19,4.382198952879581,7,26,158,0.03664921465968586,0.13612565445026178,0.8272251308900523,0.7905759162303665
Anjarle,267,2,4.378277153558052,6,44,217,0.02247191011235955,0.1647940074906367,0.8127340823970037,0.7902621722846441
Sinnar,81,2,4.345679012345679,0,17,64,0.0,0.20987654320987653,0.7901234567901234,0.7901234567901234
Thiksey,19,1,4.473684210526316,0,4,15,0.0,0.21052631578947367,0.7894736842105263,0.7894736842105263
Thottada,171,1,4.426900584795321,8,20,143,0.04678362573099415,0.11695906432748537,0.8362573099415205,0.7894736842105263
Dombivli,19,1,4.368421052631579,0,4,15,0.0,0.21052631578947367,0.7894736842105263,0.7894736842105263
Chandigarh,9981,47,4.390341649133354,420,1262,8299,0.04207995190862639,0.1264402364492536,0.83147981164212,0.7893998597334937
Mukteshwar,1125,11,4.376888888888889,34,169,922,0.030222222222222223,0.15022222222222223,0.8195555555555556,0.7893333333333333
Kudal,52,3,4.461538461538462,2,7,43,0.038461538461538464,0.1346153846153846,0.8269230769230769,0.7884615384615384
Angul,52,3,4.326923076923077,2,7,43,0.038461538461538464,0.1346153846153846,0.8269230769230769,0.7884615384615384
Lonavala,8004,35,4.434657671164418,389,916,6699,0.04860069965017491,0.11444277861069466,0.8369565217391305,0.7883558220889556
Thamarassery,132,1,4.431818181818182,1,26,105,0.007575757575757576,0.19696969696969696,0.7954545454545454,0.7878787878787878
Manipal,457,11,4.361050328227571,12,73,372,0.0262582056892779,0.15973741794310722,0.8140043763676149,0.787746170678337
Tenkasi,113,2,4.345132743362832,1,22,90,0.008849557522123894,0.19469026548672566,0.7964601769911505,0.7876106194690266
Guhagar,188,5,4.377659574468085,4,32,152,0.02127659574468085,0.1702127659574468,0.8085106382978723,0.7872340425531914
Bardez,3473,11,4.380650734235531,143,454,2876,0.041174776849985606,0.1307227181111431,0.8281025050388713,0.7869277281888857
Sri Ganganagar,61,5,4.278688524590164,3,7,51,0.04918032786885246,0.11475409836065574,0.8360655737704918,0.7868852459016393
Chirala,75,1,4.453333333333333,3,10,62,0.04,0.13333333333333333,0.8266666666666667,0.7866666666666666
Aligarh,150,12,4.18,5,22,123,0.03333333333333333,0.14666666666666667,0.82,0.7866666666666666
Varkala Town,3246,15,4.377079482439926,136,423,2687,0.041897720271102896,0.13031423290203328,0.8277880468268638,0.7858903265557609
Azheekal,14,1,4.428571428571429,1,1,12,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.7857142857142857
Rourkela,364,17,4.2967032967032965,11,56,297,0.03021978021978022,0.15384615384615385,0.8159340659340659,0.7857142857142857
Udumalpet,14,3,4.142857142857143,0,3,11,0.0,0.21428571428571427,0.7857142857142857,0.7857142857142857
Durg,163,13,4.392638036809816,4,27,132,0.024539877300613498,0.1656441717791411,0.8098159509202454,0.7852760736196319
Anachal,214,1,4.289719626168225,13,20,181,0.06074766355140187,0.09345794392523364,0.8457943925233645,0.7850467289719627
Muzaffarpur,107,13,4.308411214953271,2,19,86,0.018691588785046728,0.17757009345794392,0.8037383177570093,0.7850467289719626
Bhimtal,935,10,4.347593582887701,35,132,768,0.0374331550802139,0.1411764705882353,0.8213903743315508,0.7839572192513369
Hosur,152,10,4.348684210526316,4,25,123,0.02631578947368421,0.16447368421052633,0.8092105263157895,0.7828947368421053
Shamlaji,46,2,4.456521739130435,0,10,36,0.0,0.21739130434782608,0.782608695652174,0.782608695652174
Khurda,101,3,4.366336633663367,3,16,82,0.0297029702970297,0.15841584158415842,0.8118811881188119,0.7821782178217822
Panshet,183,1,4.404371584699454,7,26,150,0.03825136612021858,0.14207650273224043,0.819672131147541,0.7814207650273224
Hastinapur,32,4,4.28125,0,7,25,0.0,0.21875,0.78125,0.78125
Nawalgarh,201,3,4.353233830845771,8,28,165,0.03980099502487562,0.13930348258706468,0.8208955223880597,0.7810945273631841
Latur,50,7,4.3,2,7,41,0.04,0.14,0.82,0.7799999999999999
Buldana,109,6,4.385321100917431,4,16,89,0.03669724770642202,0.14678899082568808,0.8165137614678899,0.7798165137614679
Panna,109,7,4.284403669724771,3,18,88,0.027522935779816515,0.1651376146788991,0.8073394495412844,0.7798165137614679
Kashid,752,4,4.372340425531915,40,86,626,0.05319148936170213,0.11436170212765957,0.8324468085106383,0.7792553191489362
Himmatnagar,77,6,4.415584415584416,2,13,62,0.025974025974025976,0.16883116883116883,0.8051948051948052,0.7792207792207793
Kovalam,3894,12,4.362609142270159,182,496,3216,0.04673857216230098,0.12737544940934772,0.8258859784283513,0.7791474062660504
Palia Kalan,9,1,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Karnal,180,11,4.355555555555555,5,30,145,0.027777777777777776,0.16666666666666666,0.8055555555555556,0.7777777777777778
Haripurdhar,9,2,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Motihari,9,1,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Vasco da Gama,576,12,4.315972222222222,20,88,468,0.034722222222222224,0.1527777777777778,0.8125,0.7777777777777778
Khordha,9,2,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Pokaran,9,1,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Mangaldai,18,2,4.166666666666667,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Nagaon,54,6,4.148148148148148,1,10,43,0.018518518518518517,0.18518518518518517,0.7962962962962963,0.7777777777777778
Muvattupuzha,27,3,4.111111111111111,0,6,21,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Jashpur,18,11,4.0,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Gobichettipalayam,9,4,4.444444444444445,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Ongole,27,8,4.407407407407407,1,4,22,0.037037037037037035,0.14814814814814814,0.8148148148148148,0.7777777777777777
Roorkee,81,6,4.074074074074074,3,12,66,0.037037037037037035,0.14814814814814814,0.8148148148148148,0.7777777777777777
Ahmedabad,18706,119,4.323372180049182,628,2909,15169,0.033572115898642146,0.15551160055597135,0.8109162835453865,0.7773441676467443
Sagara,76,5,4.302631578947368,2,13,61,0.02631578947368421,0.17105263157894737,0.8026315789473685,0.7763157894736843
Quepem,67,2,4.432835820895522,2,11,54,0.029850746268656716,0.16417910447761194,0.8059701492537313,0.7761194029850746
Pinjore,285,3,4.347368421052631,12,40,233,0.042105263157894736,0.14035087719298245,0.8175438596491228,0.775438596491228
Hunder,133,1,4.2481203007518795,2,26,105,0.015037593984962405,0.19548872180451127,0.7894736842105263,0.7744360902255639
Karauli,164,10,4.304878048780488,3,31,130,0.018292682926829267,0.18902439024390244,0.7926829268292683,0.774390243902439
Lamayuru,274,2,4.299270072992701,3,56,215,0.010948905109489052,0.20437956204379562,0.7846715328467153,0.7737226277372262
Anand,287,13,4.2682926829268295,6,53,228,0.020905923344947737,0.18466898954703834,0.794425087108014,0.7735191637630662
Zirakpur,128,3,4.2265625,5,19,104,0.0390625,0.1484375,0.8125,0.7734375
Nainital,7955,35,4.309490886235072,292,1225,6438,0.03670647391577624,0.1539912005028284,0.8093023255813954,0.7725958516656192
Chandannagar,101,6,4.346534653465347,4,15,82,0.039603960396039604,0.1485148514851485,0.8118811881188119,0.7722772277227723
Shivpuri,158,15,4.430379746835443,8,20,130,0.05063291139240506,0.12658227848101267,0.8227848101265823,0.7721518987341772
Pauri,79,4,4.291139240506329,4,10,65,0.05063291139240506,0.12658227848101267,0.8227848101265823,0.7721518987341772
Salem,959,28,4.329509906152242,30,159,770,0.03128258602711158,0.16579770594369134,0.8029197080291971,0.7716371220020856
Morni Hills,35,2,4.514285714285714,1,6,28,0.02857142857142857,0.17142857142857143,0.8,0.7714285714285715
Khandwa,35,6,4.228571428571429,0,8,27,0.0,0.22857142857142856,0.7714285714285715,0.7714285714285715
Kanipakam,83,1,4.325301204819277,0,19,64,0.0,0.2289156626506024,0.7710843373493976,0.7710843373493976
Bhowali,96,4,4.302083333333333,1,20,75,0.010416666666666666,0.20833333333333334,0.78125,0.7708333333333334
Dhamtari,48,5,4.208333333333333,4,3,41,0.08333333333333333,0.0625,0.8541666666666666,0.7708333333333333
Vagamon,711,10,4.315049226441632,29,105,577,0.040787623066104076,0.14767932489451477,0.8115330520393812,0.7707454289732771
Gorakhpur,395,18,4.2784810126582276,16,59,320,0.04050632911392405,0.14936708860759493,0.810126582278481,0.769620253164557
