City,total_reviews,total_places,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Dalhousie,3058,20,4.21026814911707,154,550,2354,0.050359712230215826,0.17985611510791366,0.7697841726618705,0.7194244604316546
Silvassa,1318,14,4.222306525037936,77,216,1025,0.05842185128983308,0.1638846737481032,0.7776934749620638,0.7192716236722306
Gondal,96,4,4.291666666666667,3,21,72,0.03125,0.21875,0.75,0.71875
Dhanaulti,653,4,4.249617151607963,32,120,501,0.04900459418070444,0.18376722817764166,0.7672281776416539,0.7182235834609494
Jaipur,37019,185,4.222453334774035,1824,6799,28396,0.04927199546178989,0.18366244361003808,0.767065560928172,0.7177935654663822
Mukutmanipur,124,3,4.274193548387097,6,23,95,0.04838709677419355,0.18548387096774194,0.7661290322580645,0.717741935483871
Jim Corbett National Park,1692,6,4.16371158392435,70,338,1284,0.041371158392434985,0.19976359338061467,0.7588652482269503,0.7174940898345153
Paradeep,53,5,4.30188679245283,4,7,42,0.07547169811320754,0.1320754716981132,0.7924528301886793,0.7169811320754718
Nagpur,2920,81,4.204794520547945,136,556,2228,0.04657534246575343,0.19041095890410958,0.763013698630137,0.7164383561643836
Dona Paula,976,6,4.222336065573771,67,143,766,0.06864754098360656,0.14651639344262296,0.7848360655737705,0.7161885245901639
Chapora,947,1,4.238648363252376,56,157,734,0.059134107708553325,0.16578669482576558,0.7750791974656811,0.7159450897571278
Kasauli,1753,11,4.2110667427267545,92,315,1346,0.052481460353679406,0.17969195664575013,0.7678265830005705,0.7153451226468911
Aritar,158,8,4.2215189873417724,10,25,123,0.06329113924050633,0.15822784810126583,0.7784810126582279,0.7151898734177216
Cuttack,474,17,4.162447257383966,21,93,360,0.04430379746835443,0.1962025316455696,0.759493670886076,0.7151898734177216
Bhadrachalam,158,3,4.227848101265823,4,37,117,0.02531645569620253,0.23417721518987342,0.740506329113924,0.7151898734177214
Gokarna,2554,16,4.2541111981205955,147,435,1972,0.05755677368833203,0.17032106499608457,0.7721221613155834,0.7145653876272514
Orchha,1825,19,4.223013698630137,80,361,1384,0.043835616438356165,0.1978082191780822,0.7583561643835617,0.7145205479452055
Wargal,7,1,4.428571428571429,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Balangir,7,2,4.285714285714286,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Malavalli,7,1,4.285714285714286,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Nongstoin,14,5,4.285714285714286,1,2,11,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.7142857142857143
Umbergaon,7,2,4.285714285714286,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Gurdaspur,70,15,4.228571428571429,1,18,51,0.014285714285714285,0.2571428571428571,0.7285714285714285,0.7142857142857143
Meppadi,14,2,4.214285714285714,1,2,11,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.7142857142857143
Dharchula,21,5,4.190476190476191,0,6,15,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Naldurg,14,2,4.071428571428571,0,4,10,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Bhildi,7,1,4.0,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Mangan,7,2,4.0,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143
Nalbari,7,4,4.428571428571429,1,0,6,0.14285714285714285,0.0,0.8571428571428571,0.7142857142857142
Dindori,7,1,4.285714285714286,1,0,6,0.14285714285714285,0.0,0.8571428571428571,0.7142857142857142
Kupwara,7,1,4.285714285714286,1,0,6,0.14285714285714285,0.0,0.8571428571428571,0.7142857142857142
Dungarpur,56,6,4.25,1,14,41,0.017857142857142856,0.25,0.7321428571428571,0.7142857142857142
Nahan,224,13,4.227678571428571,11,42,171,0.049107142857142856,0.1875,0.7633928571428571,0.7142857142857142
Ravangla,325,12,4.2153846153846155,7,79,239,0.021538461538461538,0.24307692307692308,0.7353846153846154,0.7138461538461539
Gondia,255,13,4.203921568627451,12,49,194,0.047058823529411764,0.19215686274509805,0.7607843137254902,0.7137254901960783
Kasaragod,951,26,4.221871713985279,35,203,713,0.03680336487907466,0.21345951629863302,0.7497371188222923,0.7129337539432177
Vasai,174,8,4.304597701149425,12,26,136,0.06896551724137931,0.14942528735632185,0.7816091954022989,0.7126436781609196
Rajsamand,80,3,4.2,7,9,64,0.0875,0.1125,0.8,0.7125
Ganjam,257,19,4.202334630350195,13,48,196,0.05058365758754864,0.1867704280155642,0.7626459143968871,0.7120622568093384
Konark,496,11,4.161290322580645,30,83,383,0.06048387096774194,0.16733870967741934,0.7721774193548387,0.7116935483870968
Khammam,52,7,4.211538461538462,0,15,37,0.0,0.28846153846153844,0.7115384615384616,0.7115384615384616
Gangtok,16402,47,4.199426899158639,858,3029,12515,0.052310693817827096,0.18467260090232898,0.7630167052798439,0.7107060114620168
Kaloor,38,1,4.2631578947368425,0,11,27,0.0,0.2894736842105263,0.7105263157894737,0.7105263157894737
Wardha,107,16,4.233644859813084,2,27,78,0.018691588785046728,0.2523364485981308,0.7289719626168224,0.7102803738317757
Surendranagar,100,8,4.21,3,23,74,0.03,0.23,0.74,0.71
Somvarpet,162,5,4.135802469135802,5,37,120,0.030864197530864196,0.22839506172839505,0.7407407407407407,0.7098765432098765
Gajner,193,4,4.212435233160622,10,36,147,0.05181347150259067,0.18652849740932642,0.7616580310880829,0.7098445595854923
Sivakasi,31,8,4.290322580645161,1,7,23,0.03225806451612903,0.22580645161290322,0.7419354838709677,0.7096774193548387
Bilaspur,403,27,4.200992555831266,19,79,305,0.04714640198511166,0.19602977667493796,0.7568238213399504,0.7096774193548387
Malappuram,365,22,4.271232876712329,11,84,270,0.030136986301369864,0.23013698630136986,0.7397260273972602,0.7095890410958904
Calangute,3192,8,4.231829573934837,227,473,2492,0.07111528822055138,0.14818295739348372,0.7807017543859649,0.7095864661654135
Jalpaiguri,389,19,4.213367609254499,11,91,287,0.028277634961439587,0.23393316195372751,0.7377892030848329,0.7095115681233933
Midnapore,623,33,4.21669341894061,39,103,481,0.06260032102728733,0.1653290529695024,0.7720706260032103,0.709470304975923
Mandvi,602,10,4.189368770764119,38,99,465,0.06312292358803986,0.1644518272425249,0.7724252491694352,0.7093023255813954
Mormugao,220,5,4.209090909090909,12,40,168,0.05454545454545454,0.18181818181818182,0.7636363636363637,0.7090909090909091
Talacauvery,220,1,4.159090909090909,6,52,162,0.02727272727272727,0.23636363636363636,0.7363636363636363,0.7090909090909091
Bundi,1226,31,4.248776508972267,90,177,959,0.0734094616639478,0.14437194127243066,0.7822185970636215,0.7088091353996737
Madurai,6402,36,4.2030615432677285,326,1214,4862,0.05092158700406123,0.18962824117463292,0.7594501718213058,0.7085285848172446
Katra,446,11,4.226457399103139,17,96,333,0.03811659192825112,0.21524663677130046,0.7466367713004485,0.7085201793721974
Hundur,24,1,4.25,1,5,18,0.041666666666666664,0.20833333333333334,0.75,0.7083333333333334
Amravati,240,21,4.225,3,64,173,0.0125,0.26666666666666666,0.7208333333333333,0.7083333333333334
Chamba,1506,27,4.227091633466135,75,290,1141,0.049800796812749,0.19256308100929614,0.7576361221779548,0.7078353253652059
Mahabalipuram,7454,33,4.175610410517843,332,1516,5606,0.04453984437885699,0.20338073517574456,0.7520794204453984,0.7075395760665415
Kanha National Park,41,2,4.2439024390243905,2,8,31,0.04878048780487805,0.1951219512195122,0.7560975609756098,0.7073170731707317
Sambalpur,423,23,4.1725768321513,13,98,312,0.030732860520094562,0.23167848699763594,0.7375886524822695,0.7068557919621749
Rupnagar,249,12,4.248995983935743,15,43,191,0.060240963855421686,0.17269076305220885,0.7670682730923695,0.7068273092369478
Puttaparthi,358,11,4.20391061452514,10,85,263,0.027932960893854747,0.23743016759776536,0.7346368715083799,0.7067039106145251
Singalila National Park,218,2,4.247706422018348,7,50,161,0.03211009174311927,0.22935779816513763,0.7385321100917431,0.7064220183486238
Kotagiri,374,7,4.2967914438502675,18,74,282,0.0481283422459893,0.19786096256684493,0.7540106951871658,0.7058823529411765
Jambughoda,34,1,4.264705882352941,3,4,27,0.08823529411764706,0.11764705882352941,0.7941176470588235,0.7058823529411764
Lataguri,17,2,4.235294117647059,1,3,13,0.058823529411764705,0.17647058823529413,0.7647058823529411,0.7058823529411764
Rajaji National Park,51,1,4.1568627450980395,3,9,39,0.058823529411764705,0.17647058823529413,0.7647058823529411,0.7058823529411764
Vellore,1454,26,4.185694635488308,74,280,1100,0.05089408528198074,0.19257221458046767,0.7565337001375516,0.7056396148555709
Diu,3139,22,4.198789423383243,214,496,2429,0.06817457789104811,0.15801210576616756,0.7738133163427843,0.7056387384517362
Kevadia,95,4,4.221052631578948,4,20,71,0.042105263157894736,0.21052631578947367,0.7473684210526316,0.7052631578947368
Kolhapur,2796,36,4.183834048640915,124,577,2095,0.044349070100143065,0.2063662374821173,0.7492846924177397,0.7049356223175965
Shrivardhan,481,9,4.222453222453223,35,72,374,0.07276507276507277,0.1496881496881497,0.7775467775467776,0.7047817047817049
Nadia,149,3,4.328859060402684,4,36,109,0.026845637583892617,0.24161073825503357,0.7315436241610739,0.7046979865771813
Vaikom,44,5,4.318181818181818,1,11,32,0.022727272727272728,0.25,0.7272727272727273,0.7045454545454546
Warangal,818,24,4.223716381418093,36,170,612,0.044009779951100246,0.2078239608801956,0.7481662591687042,0.7041564792176039
Muttukadu,495,3,4.216161616161616,26,95,374,0.052525252525252523,0.1919191919191919,0.7555555555555555,0.703030303030303
Porbandar,779,31,4.160462130937099,40,152,587,0.051347881899871634,0.1951219512195122,0.7535301668806161,0.7021822849807445
Davangere,47,6,4.25531914893617,2,10,35,0.0425531914893617,0.2127659574468085,0.7446808510638298,0.7021276595744681
Brahmapur,197,13,4.101522842639594,7,45,145,0.03553299492385787,0.22842639593908629,0.7360406091370558,0.700507614213198
Bikaner,2441,25,4.196231052847193,107,518,1816,0.04383449405981155,0.2122081114297419,0.7439573945104465,0.700122900450635
Valpoi,40,3,4.375,3,6,31,0.075,0.15,0.775,0.7000000000000001
Velavadar,90,1,4.233333333333333,4,19,67,0.044444444444444446,0.2111111111111111,0.7444444444444445,0.7000000000000001
Bandipur National Park,70,1,4.214285714285714,5,11,54,0.07142857142857142,0.15714285714285714,0.7714285714285715,0.7000000000000001
Bhilai,160,8,4.1625,2,44,114,0.0125,0.275,0.7125,0.7000000000000001
Seoni,10,3,4.4,0,3,7,0.0,0.3,0.7,0.7
Nanded-Waghala,50,1,4.32,0,15,35,0.0,0.3,0.7,0.7
Hazaribagh,100,10,4.3,7,16,77,0.07,0.16,0.77,0.7
Panhala,10,2,4.2,0,3,7,0.0,0.3,0.7,0.7
Pasighat,10,3,4.2,0,3,7,0.0,0.3,0.7,0.7
Tuticorin,90,7,4.133333333333334,3,21,66,0.03333333333333333,0.23333333333333334,0.7333333333333333,0.7
Ranthambore National Park,453,9,4.258278145695364,27,82,344,0.059602649006622516,0.18101545253863136,0.7593818984547461,0.6997792494481236
Kochi (Cochin),19450,105,4.184781491002571,1010,3821,14619,0.0519280205655527,0.19645244215938304,0.7516195372750643,0.6996915167095116
Sangli,243,13,4.1687242798353905,6,61,176,0.024691358024691357,0.25102880658436216,0.7242798353909465,0.6995884773662552
Alappuzha,4344,44,4.195672191528545,262,783,3299,0.06031307550644567,0.18024861878453038,0.7594383057090239,0.6991252302025782
Palampur,781,15,4.1920614596670935,59,117,605,0.07554417413572344,0.14980793854033292,0.7746478873239436,0.6991037131882202
Sirsi,372,23,4.217741935483871,15,82,275,0.04032258064516129,0.22043010752688172,0.739247311827957,0.6989247311827957
Khajjiar,63,2,4.031746031746032,4,11,48,0.06349206349206349,0.1746031746031746,0.7619047619047619,0.6984126984126984
Rishikesh,6670,33,4.173013493253373,362,1288,5020,0.05427286356821589,0.19310344827586207,0.7526236881559221,0.6983508245877061
Diskit,116,2,4.2155172413793105,5,25,86,0.04310344827586207,0.21551724137931033,0.7413793103448276,0.6982758620689655
Santiniketan,633,14,4.153238546603475,10,171,452,0.01579778830963665,0.27014218009478674,0.7140600315955766,0.69826224328594
Nagercoil,169,5,4.06508875739645,6,39,124,0.03550295857988166,0.23076923076923078,0.7337278106508875,0.6982248520710059
Fatehpur,43,2,4.348837209302325,3,7,33,0.06976744186046512,0.16279069767441862,0.7674418604651163,0.6976744186046512
Maihar,86,5,4.255813953488372,3,20,63,0.03488372093023256,0.23255813953488372,0.7325581395348837,0.6976744186046512
Palakkad,1090,32,4.194495412844037,58,214,818,0.05321100917431193,0.1963302752293578,0.7504587155963303,0.6972477064220184
Itanagar,168,10,4.196428571428571,11,29,128,0.06547619047619048,0.17261904761904762,0.7619047619047619,0.6964285714285714
Agartala,866,41,4.137413394919169,40,183,643,0.046189376443418015,0.2113163972286374,0.7424942263279446,0.6963048498845266
Kolar,474,16,4.1835443037974684,24,96,354,0.05063291139240506,0.20253164556962025,0.7468354430379747,0.6962025316455696
Chail,1125,7,4.213333333333333,74,194,857,0.06577777777777778,0.17244444444444446,0.7617777777777778,0.696
Kalyan,263,5,4.14828897338403,16,48,199,0.060836501901140684,0.18250950570342206,0.7566539923954373,0.6958174904942966
Kolkata,30135,225,4.182512029201924,1527,6116,22492,0.05067197610751618,0.20295337647254025,0.7463746474199436,0.6957026713124275
Sohna,23,4,4.260869565217392,1,5,17,0.043478260869565216,0.21739130434782608,0.7391304347826086,0.6956521739130435
Srivilliputhur,138,6,4.195652173913044,4,34,100,0.028985507246376812,0.2463768115942029,0.7246376811594203,0.6956521739130435
Kadapa,46,4,4.173913043478261,2,10,34,0.043478260869565216,0.21739130434782608,0.7391304347826086,0.6956521739130435
Raisen,69,6,4.101449275362318,2,17,50,0.028985507246376812,0.2463768115942029,0.7246376811594203,0.6956521739130435
Darjeeling,13965,75,4.185177228786252,795,2662,10508,0.05692803437164339,0.19061940565699964,0.752452559971357,0.6955245255997136
Namakkal,233,10,4.141630901287554,10,51,172,0.04291845493562232,0.21888412017167383,0.7381974248927039,0.6952789699570816
Mandla,584,7,4.193493150684931,19,140,425,0.032534246575342464,0.23972602739726026,0.7277397260273972,0.6952054794520548
Ooty,16568,62,4.190246257846451,1055,2940,12573,0.063676967648479,0.17745050700144857,0.7588725253500724,0.6951955577015935
Yelagiri,761,14,4.21550591327201,43,146,572,0.056504599211563734,0.19185282522996058,0.7516425755584757,0.695137976346912
Abhaneri,865,2,4.2034682080924854,46,172,647,0.05317919075144509,0.19884393063583816,0.7479768786127168,0.6947976878612717
Perumbavoor,36,3,4.25,2,7,27,0.05555555555555555,0.19444444444444445,0.75,0.6944444444444444
Alibaug,1910,23,4.186910994764398,162,260,1488,0.08481675392670157,0.13612565445026178,0.7790575916230367,0.6942408376963352
Kozhikode,2219,52,4.179360072104552,137,405,1677,0.061739522307345654,0.18251464623704372,0.7557458314556106,0.6940063091482649
Medicherlapalem,49,1,4.244897959183674,2,11,36,0.04081632653061224,0.22448979591836735,0.7346938775510204,0.6938775510204082
Bangaram,101,1,4.287128712871287,8,15,78,0.07920792079207921,0.1485148514851485,0.7722772277227723,0.6930693069306931
Jamnagar,1259,52,4.183478951548849,62,263,934,0.04924543288324067,0.20889594916600476,0.7418586179507546,0.6926131850675139
Bhojpur,143,1,4.2027972027972025,3,38,102,0.02097902097902098,0.26573426573426573,0.7132867132867133,0.6923076923076924
Sangameshwar,78,3,4.205128205128205,3,18,57,0.038461538461538464,0.23076923076923078,0.7307692307692307,0.6923076923076923
Shekhawati,26,4,4.1923076923076925,1,6,19,0.038461538461538464,0.23076923076923078,0.7307692307692307,0.6923076923076923
Kovilpatti,13,2,4.076923076923077,0,4,9,0.0,0.3076923076923077,0.6923076923076923,0.6923076923076923
Narmada,315,3,4.2063492063492065,20,57,238,0.06349206349206349,0.18095238095238095,0.7555555555555555,0.692063492063492
Dawki,396,2,4.222222222222222,18,86,292,0.045454545454545456,0.21717171717171718,0.7373737373737373,0.6919191919191919
Pathankot,120,11,4.241666666666666,3,31,86,0.025,0.25833333333333336,0.7166666666666667,0.6916666666666667
Patnitop,670,10,4.1447761194029855,46,115,509,0.06865671641791045,0.17164179104477612,0.7597014925373134,0.691044776119403
Bhimashankar,818,1,4.190709046454768,30,193,595,0.03667481662591687,0.23594132029339854,0.7273838630806846,0.6907090464547677
Shimoga,2160,20,4.189814814814815,112,445,1603,0.05185185185185185,0.20601851851851852,0.7421296296296296,0.6902777777777778
Sikar,297,7,4.185185185185185,14,64,219,0.04713804713804714,0.21548821548821548,0.7373737373737373,0.6902356902356902
Tiruchirappalli,2931,43,4.146366427840327,108,692,2131,0.0368474923234391,0.23609689525759125,0.7270556124189697,0.6902081200955306
Ellora,29,1,4.206896551724138,1,7,21,0.034482758620689655,0.2413793103448276,0.7241379310344828,0.6896551724137931
Kollam,1230,38,4.172357723577235,75,232,923,0.06097560975609756,0.1886178861788618,0.7504065040650406,0.6894308943089431
Kausani,1204,10,4.112956810631229,54,266,884,0.044850498338870434,0.22093023255813954,0.7342192691029901,0.6893687707641196
Sasaram,74,6,4.094594594594595,3,17,54,0.04054054054054054,0.22972972972972974,0.7297297297297297,0.6891891891891891
Belakavadi,682,2,4.205278592375366,41,130,511,0.060117302052785926,0.1906158357771261,0.749266862170088,0.6891495601173021
Velankanni,739,6,4.179972936400541,55,120,564,0.07442489851150202,0.16238159675236807,0.7631935047361299,0.6887686062246279
Kodungallur,122,10,4.237704918032787,3,32,87,0.02459016393442623,0.26229508196721313,0.7131147540983607,0.6885245901639344
Tabo,61,10,4.131147540983607,4,11,46,0.06557377049180328,0.18032786885245902,0.7540983606557377,0.6885245901639344
Bhagamandala,587,3,4.137989778534924,15,153,419,0.02555366269165247,0.2606473594548552,0.7137989778534923,0.6882453151618398
Nagothane,32,5,4.21875,0,10,22,0.0,0.3125,0.6875,0.6875
Kanthalloor,16,1,4.0625,0,5,11,0.0,0.3125,0.6875,0.6875
Madduru,16,4,4.0625,0,5,11,0.0,0.3125,0.6875,0.6875
Talwandi Sabo,16,1,4.0,0,5,11,0.0,0.3125,0.6875,0.6875
Ramanagara,118,5,4.313559322033898,9,19,90,0.07627118644067797,0.16101694915254236,0.7627118644067796,0.6864406779661016
Jammu City,3135,33,4.1617224880382775,136,713,2286,0.043381180223285486,0.22743221690590112,0.7291866028708134,0.6858054226475279
Gwalior,2740,27,4.163138686131387,142,577,2021,0.051824817518248176,0.2105839416058394,0.7375912408759124,0.6857664233576642
Amalapuram,35,2,4.257142857142857,0,11,24,0.0,0.3142857142857143,0.6857142857142857,0.6857142857142857
Agatti,70,3,4.214285714285714,4,14,52,0.05714285714285714,0.2,0.7428571428571429,0.6857142857142857
Laitmawsiang,35,1,4.142857142857143,1,9,25,0.02857142857142857,0.2571428571428571,0.7142857142857143,0.6857142857142857
Dandeli,642,7,4.174454828660436,47,108,487,0.07320872274143302,0.16822429906542055,0.7585669781931464,0.6853582554517135
Badami,1191,14,4.163727959697733,64,247,880,0.05373635600335852,0.2073887489504618,0.7388748950461796,0.6851385390428211
Dabguli,470,2,4.257446808510639,42,64,364,0.08936170212765958,0.13617021276595745,0.774468085106383,0.6851063829787234
Yellapur,127,10,4.196850393700787,7,26,94,0.05511811023622047,0.2047244094488189,0.7401574803149606,0.6850393700787402
Ahmednagar,624,25,4.1875,39,119,466,0.0625,0.1907051282051282,0.7467948717948718,0.6842948717948718
Fagu,38,1,4.131578947368421,4,4,30,0.10526315789473684,0.10526315789473684,0.7894736842105263,0.6842105263157895
Idagunji,76,1,4.131578947368421,6,12,58,0.07894736842105263,0.15789473684210525,0.7631578947368421,0.6842105263157895
Mailam,19,1,4.052631578947368,0,6,13,0.0,0.3157894736842105,0.6842105263157895,0.6842105263157895
Ukhrul,19,4,4.157894736842105,1,4,14,0.05263157894736842,0.21052631578947367,0.7368421052631579,0.6842105263157894
Nighoj,19,1,4.052631578947368,1,4,14,0.05263157894736842,0.21052631578947367,0.7368421052631579,0.6842105263157894
Bomdila,212,8,4.212264150943396,16,35,161,0.07547169811320754,0.1650943396226415,0.7594339622641509,0.6839622641509434
Karaikudi,253,9,4.134387351778656,11,58,184,0.043478260869565216,0.22924901185770752,0.7272727272727273,0.6837944664031621
Yadagirigutta,79,1,3.9873417721518987,1,23,55,0.012658227848101266,0.2911392405063291,0.6962025316455697,0.6835443037974684
Vihigaon,79,1,4.215189873417722,4,17,58,0.05063291139240506,0.21518987341772153,0.7341772151898734,0.6835443037974683
Mawphlang,60,1,4.25,4,11,45,0.06666666666666667,0.18333333333333332,0.75,0.6833333333333333
Jejuri,82,1,4.182926829268292,5,16,61,0.06097560975609756,0.1951219512195122,0.7439024390243902,0.6829268292682926
Pragpur,41,3,4.048780487804878,2,9,30,0.04878048780487805,0.21951219512195122,0.7317073170731707,0.6829268292682926
Somwarpet,85,3,4.047058823529412,7,13,65,0.08235294117647059,0.15294117647058825,0.7647058823529411,0.6823529411764705
Salangpur,107,2,4.140186915887851,7,20,80,0.06542056074766354,0.18691588785046728,0.7476635514018691,0.6822429906542056
Netarhat,44,4,4.2272727272727275,1,12,31,0.022727272727272728,0.2727272727272727,0.7045454545454546,0.6818181818181819
Kalasa,44,2,4.181818181818182,1,12,31,0.022727272727272728,0.2727272727272727,0.7045454545454546,0.6818181818181819
Haldia,66,5,4.015151515151516,4,13,49,0.06060606060606061,0.19696969696969696,0.7424242424242424,0.6818181818181819
Bhuntar,22,4,4.181818181818182,0,7,15,0.0,0.3181818181818182,0.6818181818181818,0.6818181818181818
Jageshwar,66,2,4.03030303030303,5,11,50,0.07575757575757576,0.16666666666666666,0.7575757575757576,0.6818181818181818
Ranikhet,884,13,4.132352941176471,49,184,651,0.05542986425339366,0.2081447963800905,0.7364253393665159,0.6809954751131222
Joshimath,235,8,4.157446808510638,10,55,170,0.0425531914893617,0.23404255319148937,0.723404255319149,0.6808510638297873
Vapi,47,3,4.127659574468085,5,5,37,0.10638297872340426,0.10638297872340426,0.7872340425531915,0.6808510638297872
Valparai,854,13,4.1510538641686185,52,169,633,0.06088992974238876,0.19789227166276346,0.7412177985948478,0.6803278688524591
Auroville,1492,14,4.173592493297587,75,327,1090,0.05026809651474531,0.21916890080428955,0.7305630026809652,0.6802949061662199
Thalassery,125,18,4.152,11,18,96,0.088,0.144,0.768,0.68
Pattikad,25,1,4.04,2,4,19,0.08,0.16,0.76,0.68
Shahapur,25,2,4.44,1,6,18,0.04,0.24,0.72,0.6799999999999999
Channapatna,225,6,4.248888888888889,13,46,166,0.057777777777777775,0.20444444444444446,0.7377777777777778,0.6799999999999999
Dudhwa National Park,25,2,4.24,1,6,18,0.04,0.24,0.72,0.6799999999999999
Wai,50,3,4.22,2,12,36,0.04,0.24,0.72,0.6799999999999999
Chennai,24473,384,4.167245535896702,1483,4870,18120,0.06059739304539697,0.19899481060760837,0.7404077963469946,0.6798104033015976
Sonipat,156,4,4.211538461538462,15,20,121,0.09615384615384616,0.1282051282051282,0.7756410256410257,0.6794871794871795
Shimla,14742,67,4.1668023334690005,964,2797,10981,0.06539139872473206,0.1897300230633564,0.7448785782119115,0.6794871794871794
Dwaraka Tirumala,53,2,4.09433962264151,1,15,37,0.018867924528301886,0.2830188679245283,0.6981132075471698,0.6792452830188679
Old Goa,723,3,4.134163208852006,33,166,524,0.04564315352697095,0.22959889349930843,0.7247579529737206,0.6791147994467497
Thenmala,218,8,4.206422018348624,13,44,161,0.05963302752293578,0.2018348623853211,0.7385321100917431,0.6788990825688074
Pachmarhi,2398,32,4.127189324437031,143,484,1771,0.05963302752293578,0.2018348623853211,0.7385321100917431,0.6788990825688074
Thanjavur,2665,51,4.192870544090057,136,584,1945,0.05103189493433396,0.21913696060037524,0.7298311444652908,0.6787992495309569
Ponda,1338,23,4.207772795216742,99,232,1007,0.07399103139013453,0.17339312406576982,0.7526158445440957,0.6786248131539612
Kallar,28,1,4.178571428571429,2,5,21,0.07142857142857142,0.17857142857142858,0.75,0.6785714285714286
Mahad,28,4,4.142857142857143,2,5,21,0.07142857142857142,0.17857142857142858,0.75,0.6785714285714286
Chamarajanagar,174,9,4.166666666666667,7,42,125,0.040229885057471264,0.2413793103448276,0.7183908045977011,0.6781609195402298
Mohali,382,16,4.230366492146596,30,63,289,0.07853403141361257,0.1649214659685864,0.756544502617801,0.6780104712041884
Adilabad,242,14,4.177685950413223,13,52,177,0.05371900826446281,0.21487603305785125,0.731404958677686,0.6776859504132231
Pilibhit,31,6,4.161290322580645,2,6,23,0.06451612903225806,0.1935483870967742,0.7419354838709677,0.6774193548387097
Osmanabad,31,5,4.129032258064516,2,6,23,0.06451612903225806,0.1935483870967742,0.7419354838709677,0.6774193548387097
Madikeri,5360,9,4.130410447761194,365,1001,3994,0.06809701492537314,0.18675373134328357,0.7451492537313433,0.6770522388059702
Shillong,5491,42,4.1298488435621925,306,1162,4023,0.05572755417956656,0.2116190129302495,0.7326534328901839,0.6769258787106174
Shirdi,4314,24,4.159248956884562,170,1054,3090,0.039406583217431616,0.24432081594807603,0.7162726008344924,0.6768660176170608
Tirur,34,3,4.0,0,11,23,0.0,0.3235294117647059,0.6764705882352942,0.6764705882352942
Samsing,34,2,4.176470588235294,3,5,26,0.08823529411764706,0.14705882352941177,0.7647058823529411,0.676470588235294
Narkanda,513,4,4.204678362573099,30,106,377,0.05847953216374269,0.20662768031189083,0.7348927875243665,0.6764132553606238
Bhuj,3263,34,4.16089488201042,197,662,2404,0.06037388905914802,0.20288078455409134,0.7367453263867606,0.6763714373276126
Malayattoor,37,3,4.054054054054054,1,10,26,0.02702702702702703,0.2702702702702703,0.7027027027027027,0.6756756756756757
Tiruchendur,157,4,4.210191082802548,4,43,110,0.025477707006369428,0.27388535031847133,0.7006369426751592,0.6751592356687898
Tezpur,280,17,4.135714285714286,14,63,203,0.05,0.225,0.725,0.6749999999999999
Karwar,891,23,4.176206509539843,59,172,660,0.06621773288439955,0.19304152637485972,0.7407407407407407,0.6745230078563411
Kuduremukha,43,1,4.069767441860465,1,12,30,0.023255813953488372,0.27906976744186046,0.6976744186046512,0.6744186046511628
Lucknow,6789,77,4.1405214317277945,377,1460,4952,0.05553100603918103,0.21505376344086022,0.7294152305199587,0.6738842244807777
Kakinada,242,11,4.210743801652892,16,47,179,0.06611570247933884,0.19421487603305784,0.7396694214876033,0.6735537190082644
Lachung,1452,5,4.18595041322314,94,286,1072,0.06473829201101929,0.19696969696969696,0.7382920110192838,0.6735537190082644
Erode,202,17,4.1683168316831685,9,48,145,0.04455445544554455,0.2376237623762376,0.7178217821782178,0.6732673267326732
Bhubaneswar,6052,71,4.134666226040978,401,1176,4475,0.06625908790482485,0.19431592861863847,0.7394249834765367,0.6731658955717119
Haridwar,5748,39,4.102296450939457,282,1315,4151,0.049060542797494784,0.22877522616562282,0.7221642310368824,0.6731036882393876
Mansar,55,1,4.290909090909091,4,10,41,0.07272727272727272,0.18181818181818182,0.7454545454545455,0.6727272727272727
Satpura National Park,55,2,4.236363636363636,4,10,41,0.07272727272727272,0.18181818181818182,0.7454545454545455,0.6727272727272727
Trimbak,1468,6,4.09741144414169,67,347,1054,0.04564032697547684,0.23637602179836512,0.717983651226158,0.6723433242506812
Karkala,210,7,4.1,8,53,149,0.0380952380952381,0.2523809523809524,0.7095238095238096,0.6714285714285715
Sohra,3424,28,4.130549065420561,220,687,2517,0.06425233644859812,0.200642523364486,0.7351051401869159,0.6708528037383177
Udhampur,82,13,4.182926829268292,6,15,61,0.07317073170731707,0.18292682926829268,0.7439024390243902,0.6707317073170732
Rudra Prayag,258,9,4.209302325581396,10,65,183,0.03875968992248062,0.25193798449612403,0.7093023255813954,0.6705426356589148
Pelling,2976,12,4.139784946236559,218,547,2211,0.07325268817204302,0.18380376344086022,0.7429435483870968,0.6696908602150538
